Employee_ID,Month,Department,Experience_Years,Base_Salary_INR,Attendance_Percent,Working_Days,Leave_Days,OT_Hours,Bonus_INR,Deductions_INR,Previous_Payroll_INR,Payroll_Cost_INR,Absenteeism_Risk,Anomaly
354,Aug,HR,11,40873,89,21,3,9,4813,2307,42268,45322,Medium,0
355,Jun,Sales,13,42920,85,25,4,9,4904,1888,45322,48955,Medium,0
356,Jul,HR,3,40614,89,20,3,23,3986,845,48955,48793,Medium,0
357,Jan,Finance,9,24459,83,25,5,19,3670,462,48793,31947,High,0
358,Jun,Operations,14,36651,91,22,2,10,4567,294,31947,42717,Low,0
359,Jan,Operations,15,20751,90,25,3,36,2166,445,42717,31993,Low,1
360,Aug,Operations,15,24219,97,22,1,0,2943,372,31993,27309,Low,0
361,May,IT,8,39399,87,20,3,8,6123,113,27309,46660,Medium,0
362,Jul,HR,9,30054,85,25,4,33,6928,2793,46660,41984,Medium,0
363,Feb,Finance,10,30431,85,25,4,22,2622,943,41984,37564,Medium,0
364,Mar,IT,11,45453,88,21,3,3,337,439,37564,46461,Medium,0
365,Nov,Operations,1,48963,86,23,4,27,4092,2993,46461,56334,Medium,0
366,May,IT,2,22649,87,21,3,8,3630,2608,56334,25693,Medium,0
367,Feb,Sales,14,33709,86,21,3,23,22,131,25693,39800,Medium,0
368,Sep,Operations,4,27281,82,25,5,3,4215,2911,39800,29397,High,1
369,Jun,Sales,14,18288,85,25,4,10,3103,1211,29397,21888,Medium,0
370,Aug,IT,11,36596,86,23,4,5,4445,1325,21888,41224,Medium,0
371,Aug,Operations,4,49928,92,24,2,39,667,245,41224,60780,Low,1
372,Nov,Finance,9,36514,98,23,1,23,3938,2689,60780,44038,Low,0
373,Mar,Finance,10,35380,100,20,0,12,1822,2779,44038,38137,Low,0
374,Aug,Sales,4,39642,98,22,1,35,4757,1705,38137,51381,Low,0
375,Sep,HR,14,30987,88,20,3,14,1478,830,51381,35457,Medium,0
376,Dec,Sales,7,46251,88,25,3,6,1536,2174,35457,47685,Medium,0
377,May,Operations,7,36154,94,21,2,34,4691,2853,47685,45923,Low,0
378,Dec,IT,2,45903,93,25,2,4,6556,1800,45923,51134,Low,0
379,Sep,IT,3,38532,96,20,1,29,6801,2809,51134,49776,Low,0
380,Sep,HR,6,36449,95,26,2,5,1120,1529,49776,38079,Low,0
381,Oct,Sales,12,25762,81,22,5,2,124,2875,38079,23928,High,1
382,Apr,Operations,9,21949,84,23,4,5,5088,825,23928,27814,High,0
383,Feb,Finance,5,30025,90,26,3,0,6763,1047,27814,35192,Low,0
384,Apr,Finance,11,41651,95,20,1,38,2895,408,35192,53566,Low,1
385,Sep,Finance,3,19118,87,22,3,22,1582,2842,53566,23472,Medium,0
386,Jan,IT,14,21721,80,23,5,7,604,1058,23472,22596,High,1
387,Mar,IT,9,46630,92,26,3,9,4819,1025,22596,52976,Low,0
388,Dec,Finance,14,18452,80,22,5,9,3990,2055,52976,22828,High,1
389,Jan,Sales,2,23973,99,26,1,38,3215,1948,22828,34264,Low,1
390,Dec,Operations,12,25510,99,24,1,4,2956,1348,34264,28399,Low,0
391,Apr,Finance,4,37307,99,20,1,13,1390,1478,28399,41158,Low,0
392,Aug,Finance,14,30710,91,22,2,0,2748,2372,41158,31276,Low,0
393,Jun,HR,0,26150,94,24,2,2,5168,597,31276,31909,Low,0
394,Nov,HR,8,30597,88,20,3,32,2146,1461,31909,39647,Medium,0
395,Oct,IT,4,40892,81,24,5,6,7146,816,39647,49507,High,1
396,Jul,IT,3,29891,89,26,3,15,7150,578,49507,40808,Medium,0
397,Feb,Finance,10,42232,91,24,3,40,2008,1435,40808,53132,Low,1
398,Dec,Operations,10,19980,90,25,3,20,7238,1972,53132,30477,Low,0
399,Jun,HR,7,29443,84,21,4,13,59,2750,30477,30130,High,0
400,Jul,Operations,12,36636,89,21,3,37,543,589,30130,45657,Medium,1
401,Dec,Finance,8,41811,98,24,1,21,602,779,45657,47278,Low,0
402,Feb,IT,5,27969,98,22,1,29,2924,2827,47278,35393,Low,0
403,Dec,Sales,15,28461,85,22,4,16,4476,94,35393,37596,Medium,0
404,Mar,Finance,7,41081,80,21,5,3,3273,1834,37596,42880,High,1
405,Oct,Finance,3,24445,87,25,4,3,7890,528,42880,32987,Medium,0
406,Jan,Sales,2,44524,98,22,1,8,41,770,32987,45549,Low,0
407,Sep,Sales,10,48241,80,21,5,20,2676,110,45549,56336,High,1
408,Aug,Operations,10,23718,81,26,5,26,6522,186,56336,35932,High,1
409,Nov,IT,10,43426,95,24,2,25,2105,1897,35932,49111,Low,0
410,Jan,Finance,10,19835,93,24,2,21,1283,382,49111,25224,Low,0
411,Mar,HR,4,35350,82,22,4,23,3467,1409,25224,43461,High,1
412,Nov,IT,4,39540,99,24,1,21,1884,2534,43461,43868,Low,0
413,Dec,Operations,1,43427,100,22,0,35,5786,1856,43868,56452,Low,0
414,May,Finance,8,22320,88,20,3,35,3897,408,56452,35101,Medium,0
415,Jun,HR,7,31134,82,20,4,39,1098,500,35101,40805,High,1
416,Sep,IT,6,36194,85,22,4,38,2995,611,40805,47641,Medium,1
417,Dec,HR,0,29495,87,23,3,31,1746,2605,47641,36290,Medium,0
418,Jul,Operations,6,28611,80,20,4,0,536,2643,36290,26526,High,1
419,Nov,Finance,1,25474,98,23,1,26,7430,1538,26526,38411,Low,0
420,Nov,HR,0,26255,80,22,5,27,1981,947,38411,33964,High,1
421,Apr,Finance,13,39060,88,22,3,31,1774,2332,33964,45772,Medium,0
422,Aug,Finance,4,44962,89,22,3,5,2715,16,45772,49105,Medium,0
423,Apr,HR,10,40373,99,24,1,28,1737,2372,49105,46044,Low,0
424,Apr,Finance,1,43552,94,21,2,27,7077,572,46044,56616,Low,0
425,Nov,Sales,3,22978,80,21,5,19,1235,2058,56616,27612,High,1
426,Jun,Sales,5,33220,92,20,2,26,2781,2630,27612,40433,Low,0
427,Dec,Operations,10,47326,81,24,5,15,1649,2569,40433,50768,High,1
428,Jan,Sales,4,34540,99,21,1,36,3526,2860,50768,43620,Low,1
429,Dec,Sales,1,47294,90,20,2,7,986,1996,43620,47512,Low,0
430,Sep,Operations,0,23864,87,25,4,34,1211,2593,47512,31693,Medium,0
431,Sep,IT,3,35364,91,26,3,31,7841,316,31693,50554,Low,0
432,Apr,HR,2,26944,85,20,3,16,2203,282,50554,32153,Medium,0
433,Apr,IT,1,31373,97,22,1,17,86,1334,32153,34984,Low,0
434,Jan,Operations,9,35983,90,25,3,26,7160,2939,34984,46454,Low,0
435,Jul,Operations,10,35694,93,23,2,9,3170,1578,46454,39575,Low,0
436,Mar,Sales,7,37917,96,22,1,39,5980,1544,39575,51796,Low,1
437,Apr,Sales,2,45625,99,26,1,2,7442,2934,51796,49934,Low,0
438,Jul,IT,10,40441,100,23,0,35,5472,1292,49934,53503,Low,0
439,Oct,Sales,15,42451,100,26,0,30,4178,1402,53503,53140,Low,0
440,Sep,Operations,7,45033,100,26,0,24,2909,2917,53140,50356,Low,0
441,Jul,IT,8,38080,90,20,2,40,6531,2224,50356,52947,Low,1
442,Apr,IT,8,26594,95,26,2,22,4276,2414,52947,34132,Low,0
443,Oct,HR,4,20157,96,22,1,33,1678,2160,34132,27471,Low,0
444,Jun,HR,5,22995,94,21,2,40,7760,2670,27471,37373,Low,1
445,Jun,Operations,11,45266,93,20,2,26,1260,2877,37373,49864,Low,0
446,Jul,Sales,11,29686,96,24,1,19,3709,2712,49864,34813,Low,0
447,May,Operations,9,32621,83,23,4,40,3918,2992,34813,43104,High,1
448,Sep,HR,0,40288,84,22,4,31,4265,2704,43104,49285,High,0
449,Oct,Finance,10,44265,92,22,2,1,4556,822,49285,47450,Low,0
450,Oct,Finance,1,37352,85,22,4,34,2249,1327,47450,46497,Medium,0
451,Apr,Finance,14,20992,96,25,1,31,7036,363,46497,35028,Low,0
452,Mar,Operations,9,38246,91,20,2,28,3077,1503,35028,46105,Low,0
453,Dec,Finance,13,32121,100,24,0,16,2886,977,46105,38019,Low,0
454,Oct,HR,6,49830,98,22,1,4,5452,832,38019,55324,Low,0
455,Feb,Sales,14,30432,92,24,2,26,4068,2633,55324,39117,Low,0
456,Jan,Sales,14,48640,94,25,2,27,3398,1939,39117,56409,Low,0
457,Feb,Operations,12,34097,84,24,4,0,5491,951,56409,39353,High,0
458,Apr,Operations,1,48335,89,24,3,21,6301,1587,39353,59075,Medium,0
459,Aug,Sales,2,25232,82,24,5,0,833,2035,59075,23410,High,1
460,Apr,IT,14,19802,86,25,4,21,3955,224,23410,29110,Medium,0
461,Dec,Operations,4,31334,81,26,5,40,1192,1312,29110,41098,High,1
462,Apr,IT,0,24099,97,22,1,33,2149,354,41098,33985,Low,0
463,Jul,Finance,9,36208,92,24,2,26,5579,209,33985,47906,Low,0
464,May,HR,12,44279,93,26,2,34,2106,1249,47906,53249,Low,0
465,Mar,Sales,6,35591,100,22,0,29,5376,2002,53249,46868,Low,0
466,Oct,HR,11,48489,90,21,3,29,7531,2895,46868,60713,Low,0
467,Nov,Sales,10,18278,97,20,1,26,7794,2313,60713,30121,Low,0
468,Jan,Finance,7,44086,94,22,2,12,5820,857,30121,52461,Low,0
469,Oct,Operations,12,48633,94,21,2,13,472,737,52461,51706,Low,0
470,Nov,Sales,1,22489,82,26,5,38,4072,737,51706,34553,High,1
471,Dec,IT,5,34325,87,25,4,18,6569,864,34553,44824,Medium,0
472,Mar,HR,6,34915,83,23,4,6,1651,374,44824,36995,High,0
473,Jul,HR,8,41141,94,25,2,27,1268,232,36995,49551,Low,0
474,Mar,Sales,5,45398,94,22,2,14,7165,2384,49551,53531,Low,0
475,Dec,IT,4,28143,88,22,3,35,6891,878,53531,42417,Medium,0
476,Nov,HR,12,49921,81,22,5,24,1277,2624,42417,54370,High,1
477,Apr,IT,2,24493,94,21,2,11,3521,1364,54370,29990,Low,0
478,Jul,Sales,1,45148,91,20,2,13,5374,2147,29990,51902,Low,0
479,Feb,Finance,15,29401,80,26,6,31,7285,380,51902,43666,High,1
480,Aug,Finance,9,37587,98,24,1,5,1649,572,43666,40077,Low,0
481,May,HR,9,19061,98,24,1,6,7924,5,40077,28385,Low,0
482,Apr,HR,9,19640,85,22,4,22,3683,1970,28385,26559,Medium,0
483,Jun,Finance,5,21592,89,26,3,4,5928,2290,26559,26361,Medium,0
484,Feb,IT,3,43820,85,24,4,25,3779,147,26361,52971,Medium,0
485,Jan,IT,3,31533,100,25,0,8,3402,2367,52971,34490,Low,0
486,Feb,Finance,5,29778,85,25,4,5,2716,20,34490,34244,Medium,0
487,Aug,Finance,4,26561,83,20,4,15,959,626,34244,30860,High,0
488,May,IT,3,28625,94,21,2,10,4656,2193,30860,32874,Low,0
489,Sep,Finance,11,49109,86,22,4,25,4548,833,32874,58534,Medium,0
490,Apr,IT,7,47183,83,20,4,6,7727,219,58534,56391,High,0
491,Dec,IT,6,40575,87,20,3,10,1258,1082,56391,42514,Medium,0
492,Jul,Operations,3,27566,98,20,1,5,5438,2369,42514,31530,Low,0
493,Apr,HR,1,44914,87,20,3,38,2763,401,31530,56060,Medium,1
494,Apr,IT,5,44694,89,22,3,5,6640,1891,56060,51105,Medium,0
495,Mar,Sales,10,48812,93,26,2,26,264,360,51105,54917,Low,0
496,Mar,IT,5,22955,91,26,3,8,1669,811,54917,25462,Low,0
497,Nov,Finance,2,18093,95,20,1,31,4305,1351,25462,28138,Low,0
498,Oct,Sales,6,46397,100,20,0,23,6443,1684,28138,56295,Low,0
499,Nov,Finance,5,44323,95,25,2,31,1105,1062,56295,52736,Low,0
500,May,Sales,14,45277,98,21,1,27,3160,2620,52736,52817,Low,0
501,May,IT,3,20229,88,26,4,14,1966,811,52817,25287,Medium,0
502,Aug,IT,7,46755,95,24,2,3,3211,2718,25287,48006,Low,0
503,Nov,Finance,12,31311,82,21,4,21,5433,2436,48006,39631,High,1
504,May,Sales,9,34025,99,20,1,7,7194,1947,39631,41079,Low,0
505,Jul,IT,9,32990,84,22,4,34,1750,340,41079,42824,High,0
506,Jul,Operations,1,27572,90,20,2,17,1534,2872,42824,30589,Low,0
507,Jul,IT,7,21955,86,25,4,40,340,1538,30589,30334,Medium,1
508,Jul,Finance,10,49382,84,22,4,10,1836,1439,30334,52728,High,0
509,Jul,Finance,15,28436,96,26,2,38,1551,664,52728,38823,Low,1
510,Sep,Sales,0,45967,85,20,3,15,3723,2315,38823,51670,Medium,0
511,May,Finance,3,36110,96,25,1,24,1106,1037,51670,42743,Low,0
512,Jul,Sales,10,32552,88,22,3,23,2501,2708,42743,38747,Medium,0
513,Nov,Operations,1,47726,100,23,0,31,2979,2832,38747,54859,Low,0
514,Jan,Sales,12,32671,89,26,3,32,7299,623,54859,48039,Medium,0
515,Oct,Operations,1,49071,90,23,3,8,57,1111,48039,49512,Low,0
516,Apr,IT,1,30852,85,25,4,37,5255,1150,49512,44691,Medium,1
517,Apr,Finance,0,31785,97,23,1,5,6593,2770,44691,37367,Low,0
518,Jul,Operations,11,40637,88,22,3,10,6828,2355,37367,47825,Medium,0
519,Jan,IT,11,47285,84,21,4,33,6614,252,47825,61429,High,0
520,May,IT,5,40328,89,20,3,37,2438,1568,61429,51239,Medium,1
521,Jun,HR,8,28138,95,21,2,39,2628,1795,51239,38746,Low,1
522,Feb,Finance,11,30909,90,23,3,30,2186,460,38746,39752,Low,0
523,Oct,Operations,13,38876,85,26,4,20,360,622,39752,43385,Medium,0
524,Sep,Operations,13,42662,82,22,4,25,2971,2938,43385,48955,High,1
525,Sep,Finance,3,26510,94,26,2,0,338,2179,48955,25298,Low,0
526,Oct,Finance,11,37731,91,22,2,15,7257,286,25298,48775,Low,0
527,Feb,IT,13,45341,83,22,4,10,5281,722,48775,53080,High,0
528,Nov,Sales,12,30926,90,23,3,25,4094,1379,53080,39807,Low,0
529,Mar,HR,13,39935,89,21,3,13,2774,2793,39807,42501,Medium,0
530,Jul,Sales,0,45916,98,25,1,15,4733,1771,42501,52654,Low,0
531,Apr,IT,8,43729,84,21,4,14,5501,977,52654,51978,High,0
532,Feb,Finance,1,42346,100,23,0,18,1075,2651,51978,45912,Low,0
533,Dec,Operations,8,41331,82,26,5,38,4954,2085,45912,53459,High,1
534,Oct,HR,7,28133,83,22,4,36,7985,322,53459,44732,High,1
535,Jan,IT,2,21992,90,21,3,0,3749,2577,44732,23928,Low,0
536,Mar,Operations,8,34494,81,23,5,37,4545,2439,23928,45116,High,1
537,Jan,IT,14,21622,95,21,2,18,5156,1393,45116,29762,Low,0
538,Sep,IT,7,25138,97,26,1,13,2307,2365,29762,28629,Low,0
539,Dec,Sales,7,43496,85,20,3,32,2195,1736,28629,51921,Medium,0
540,Feb,Finance,2,37166,83,23,4,24,4195,2411,51921,44987,High,0
541,Apr,Sales,11,49501,97,22,1,16,584,2628,44987,51635,Low,0
542,Oct,HR,13,32875,99,23,1,12,2799,2521,51635,35741,Low,0
543,Feb,Operations,5,27259,86,20,3,33,135,1796,35741,34640,Medium,0
544,Apr,HR,8,24592,97,26,1,18,6124,93,34640,35837,Low,0
545,Dec,IT,0,20055,91,21,2,26,106,2627,35837,24712,Low,0
546,Dec,IT,8,36276,91,25,3,10,4631,2589,24712,40664,Low,0
547,Jun,Finance,3,19449,85,25,4,22,3448,120,40664,28937,Medium,0
548,Aug,Sales,10,21496,84,22,4,30,3981,338,28937,32530,High,0
549,Jun,Operations,4,45851,83,24,5,36,2058,2080,32530,54825,High,1
550,Apr,Finance,8,39506,80,21,5,17,7744,2125,54825,49469,High,1
551,Dec,Operations,5,44603,93,21,2,8,105,455,49469,45891,Low,0
552,Dec,IT,12,18904,80,26,6,5,3798,177,45891,23392,High,1
553,Oct,IT,2,46131,90,22,3,39,4584,1891,23392,58766,Low,1
554,Nov,HR,0,25976,86,22,4,24,7213,426,58766,38163,Medium,0
555,Oct,HR,6,32419,94,24,2,37,7540,2606,38163,47206,Low,1
556,Dec,Operations,2,36683,81,26,5,30,1384,1639,47206,44463,High,1
557,Nov,HR,15,40676,95,24,2,9,969,2039,44463,42282,Low,0
558,Jul,Sales,7,44213,87,20,3,25,4637,918,42282,54680,Medium,0
559,Dec,Sales,7,21073,86,26,4,0,311,1910,54680,18773,Medium,0
560,Jul,HR,7,43406,81,24,5,40,4735,1694,18773,56185,High,1
561,Jan,HR,14,18597,95,26,2,6,6221,2908,56185,22807,Low,0
562,Mar,HR,5,38181,96,22,1,6,4176,1563,22807,41498,Low,0
563,Feb,Sales,2,34465,97,24,1,39,4870,2201,41498,46242,Low,1
564,Dec,Sales,9,32977,92,25,2,0,4586,854,46242,35958,Low,0
565,Mar,IT,14,24840,83,25,5,13,5502,1757,35958,31261,High,0
566,Oct,Sales,11,40205,83,20,4,15,6960,415,31261,49883,High,0
567,Jun,Finance,9,28132,89,21,3,31,4967,2360,49883,38374,Medium,0
568,Apr,Sales,2,20457,81,20,4,38,1752,2130,38374,29568,High,1
569,Aug,Operations,6,48028,82,20,4,3,5870,2986,29568,50924,High,1
570,Nov,HR,13,44251,81,21,4,39,7722,1201,50924,60626,High,1
571,May,HR,8,43810,89,26,3,22,232,1328,60626,48196,Medium,0
572,Feb,HR,14,23339,100,25,0,30,6245,2552,48196,35274,Low,0
573,Jun,Finance,7,18431,93,24,2,1,2791,945,35274,20841,Low,0
574,Jun,Finance,0,43245,87,22,3,5,4358,660,20841,47607,Medium,0
575,Jan,Finance,13,38544,90,22,3,4,4401,499,47607,43584,Low,0
576,Mar,HR,1,39297,97,21,1,26,7629,2125,43584,51913,Low,0
577,Nov,Sales,6,25145,89,26,3,0,5851,1065,51913,30014,Medium,0
578,Dec,Sales,5,38008,94,24,2,10,5657,1164,30014,45743,Low,0
579,Jul,HR,10,26425,80,20,4,13,5252,1062,45743,34331,High,1
580,Nov,IT,4,39499,82,24,5,4,5692,1602,34331,44411,High,1
581,Feb,Sales,2,35553,80,20,4,23,610,582,44411,41672,High,1
582,Feb,Operations,8,48169,94,21,2,6,2088,1241,41672,50524,Low,0
583,Jul,HR,14,41865,83,26,5,29,2804,1321,50524,50219,High,0
584,Jan,Operations,7,21492,86,26,4,22,5494,1374,50219,30880,Medium,0
585,Oct,Sales,6,20380,82,21,4,37,2555,2708,30880,29215,High,1
586,Mar,Sales,4,33774,83,26,5,3,3137,1040,29215,37156,High,0
587,Feb,IT,7,20033,82,22,4,0,2198,532,37156,21626,High,1
588,Jun,IT,5,22533,91,26,3,16,3034,1500,21626,27607,Low,0
589,Sep,Sales,7,47793,85,22,4,24,7637,123,27607,60965,Medium,0
590,Nov,HR,7,42990,92,26,3,23,1973,2627,60965,48252,Low,0
591,May,Sales,1,21263,92,26,3,23,1923,1154,48252,27042,Low,0
592,Aug,Operations,15,21795,83,23,4,35,5828,2015,27042,33749,High,0
593,Jul,Sales,15,33712,85,21,4,27,3606,248,33749,43262,Medium,0
594,Apr,Sales,8,29833,94,23,2,15,7672,1386,43262,40205,Low,0
595,Jan,Sales,7,33858,86,24,4,39,7128,1540,40205,48621,Medium,1
596,Jan,Operations,1,25855,96,21,1,32,7083,1295,48621,39277,Low,0
597,Feb,Sales,15,26693,94,23,2,8,609,1855,39277,27939,Low,0
598,Jun,Sales,6,27195,91,20,2,7,5762,1945,27939,32948,Low,0
599,May,HR,0,38563,100,26,0,32,7394,100,32948,54375,Low,0
600,Aug,Sales,7,43315,95,25,2,38,1141,2667,54375,51235,Low,1
601,Mar,Operations,10,42260,81,26,5,23,5377,2665,51235,50294,High,1
602,Dec,HR,0,37593,94,25,2,5,3681,888,50294,40909,Low,0
603,May,Operations,4,45501,86,22,4,20,4778,816,40909,53798,Medium,0
604,Jul,Sales,5,18413,91,23,3,14,539,1954,53798,20463,Low,0
605,Sep,Operations,6,38356,86,21,3,30,1654,1269,20463,46376,Medium,0
606,May,HR,10,19040,93,21,2,21,3383,2738,46376,25586,Low,0
607,Jan,IT,11,43232,85,21,4,0,1268,2488,25586,41740,Medium,0
608,Oct,Operations,15,36411,97,25,1,24,1127,1069,41740,42161,Low,0
609,Sep,Sales,8,49465,93,21,2,8,4277,554,42161,55578,Low,0
610,Jun,Sales,5,25677,93,21,2,5,4797,1853,55578,29908,Low,0
611,May,IT,7,46187,84,25,4,17,7927,2916,29908,55483,High,0
612,Feb,Sales,13,47975,83,20,4,18,577,1183,55483,52612,High,0
613,Mar,HR,13,20403,96,23,1,19,6611,2716,52612,29586,Low,0
614,Dec,IT,3,32623,87,23,3,33,4802,2784,29586,42847,Medium,0
615,Sep,IT,6,32286,82,24,5,16,4672,1564,42847,38965,High,1
616,Dec,Finance,7,31501,91,24,3,16,5549,300,38965,41385,Low,0
617,Dec,Sales,15,24957,90,26,3,0,3644,1947,41385,26550,Low,0
618,Nov,HR,14,49407,90,26,3,14,3527,364,26550,55694,Low,0
619,Sep,Operations,12,49509,84,25,4,14,3037,2900,55694,53082,High,0
620,Jul,Operations,11,22180,87,25,4,13,7200,1089,53082,30972,Medium,0
621,Jan,IT,4,46985,92,24,2,26,5295,318,30972,58623,Low,0
622,Oct,Operations,10,36905,97,22,1,22,5770,1790,58623,46229,Low,0
623,Mar,Operations,0,40165,85,23,4,23,959,2577,46229,45067,Medium,0
624,May,IT,6,38794,87,25,4,37,7916,804,45067,55112,Medium,1
625,May,Finance,5,44921,82,24,5,29,6960,2727,55112,57174,High,1
626,Oct,Sales,6,47395,80,24,5,34,3377,2972,57174,56648,High,1
627,May,Sales,2,44161,80,26,6,11,702,2850,56648,44472,High,1
628,Jan,HR,7,23719,88,25,3,15,158,98,44472,26962,Medium,0
629,Feb,Sales,6,22869,95,22,2,4,4278,1429,26962,26573,Low,0
630,May,Operations,15,46664,88,22,3,3,7595,343,26573,54406,Medium,0
631,Mar,Finance,2,20077,99,20,1,16,1079,2985,54406,22044,Low,0
632,Jun,IT,15,22622,86,24,4,35,6595,209,22044,38496,Medium,0
633,Mar,Operations,12,27671,80,21,5,19,6530,295,38496,38823,High,1
634,Feb,Sales,4,24268,94,26,2,29,6482,947,38823,37527,Low,0
635,Feb,Operations,13,22528,80,21,5,37,1767,441,37527,33602,High,1
636,Aug,HR,8,34426,93,24,2,34,2718,2967,33602,41993,Low,0
637,Jan,HR,0,25241,96,22,1,13,5241,2940,41993,31407,Low,0
638,Aug,IT,6,47550,85,21,4,19,5427,1068,31407,56127,Medium,0
639,Mar,Sales,7,33169,90,26,3,19,3248,1292,56127,40145,Low,0
640,Dec,Finance,1,43383,99,22,1,5,2404,201,40145,46701,Low,0
641,Sep,HR,4,23743,100,21,0,29,247,809,46701,30287,Low,0
642,Feb,IT,11,40471,95,24,2,19,6352,306,30287,50684,Low,0
643,Nov,Sales,12,32329,95,20,1,16,6582,2738,50684,40424,Low,0
644,Apr,Operations,10,45927,95,25,2,26,6310,2888,40424,55810,Low,0
645,Sep,Operations,10,38275,81,20,4,29,719,2608,55810,43406,High,1
646,Mar,Sales,4,20070,94,25,2,39,287,1228,43406,29425,Low,1
647,Feb,Finance,13,35032,82,21,4,25,5713,385,29425,47276,High,1
648,Dec,Sales,1,27438,84,24,4,6,5735,289,47276,34231,High,0
649,Mar,IT,13,23541,87,21,3,24,6266,1744,34231,34712,Medium,0
650,Jun,Finance,3,47200,87,23,3,35,958,375,34712,56264,Medium,0
651,Dec,Operations,15,25421,85,24,4,18,6215,1905,56264,34236,Medium,0
652,Dec,HR,4,42543,86,23,4,6,7105,2101,34236,48940,Medium,0
653,Apr,Sales,8,34804,95,26,2,9,7997,2520,48940,42388,Low,0
654,Jun,HR,10,40368,86,25,4,26,461,0,42388,47003,Medium,0
655,Oct,Finance,0,43803,88,24,3,2,7367,153,47003,51386,Medium,0
656,Apr,Finance,8,49116,91,22,2,23,5061,1445,51386,58489,Low,0
657,Jul,Finance,3,48892,87,20,3,26,6195,2604,58489,59759,Medium,0
658,Oct,HR,1,47147,85,26,4,9,6660,1256,59759,54519,Medium,0
659,Sep,Finance,12,32319,89,21,3,15,4416,2921,54519,37452,Medium,0
660,Nov,Sales,11,47356,85,26,4,20,7199,569,37452,59710,Medium,0
661,Nov,IT,1,44004,97,23,1,21,3852,1891,59710,51948,Low,0
662,Apr,Finance,11,26170,82,20,4,7,2679,106,51948,29745,High,1
663,Apr,Finance,2,38154,82,23,5,3,1625,1892,29745,39147,High,1
664,Jul,Finance,15,49262,92,22,2,40,5179,2362,39147,62242,Low,1
665,Jun,Finance,9,42217,91,24,3,6,4914,2406,62242,46486,Low,0
666,Feb,Operations,14,31645,80,25,5,14,1703,853,46486,35937,High,1
667,Sep,Finance,3,39456,98,20,1,29,4840,2331,35937,49300,Low,0
668,Jan,HR,13,21025,85,24,4,18,6720,2110,49300,30860,Medium,0
669,Jun,Sales,7,44014,99,26,1,3,1794,1502,30860,45766,Low,0
670,Jul,HR,12,38871,82,23,5,12,2680,1236,45766,43188,High,1
671,Sep,HR,15,35919,96,20,1,9,4955,1548,43188,41925,Low,0
672,Mar,HR,0,47825,100,24,0,7,7114,2331,41925,54298,Low,0
673,Jan,Sales,6,34544,80,24,5,13,4184,1894,54298,39600,High,1
674,Sep,HR,4,23020,100,23,0,1,3472,558,39600,26617,Low,0
675,Dec,Finance,8,25660,93,21,2,32,5148,1918,26617,36200,Low,0
676,Feb,Sales,10,47597,85,25,4,15,4411,1047,36200,54386,Medium,0
677,Sep,HR,7,37756,85,26,4,12,7995,2398,54386,47030,Medium,0
678,Dec,Sales,14,41333,99,25,1,13,2232,1738,47030,45323,Low,0
679,Jan,Operations,0,32503,82,26,5,4,7353,2290,45323,39153,High,1
680,Jul,HR,10,33072,85,25,4,13,4448,1376,39153,39430,Medium,0
681,Dec,HR,6,25460,85,26,4,26,2920,2532,39430,32440,Medium,0
682,May,Finance,5,38807,86,23,4,5,1167,791,32440,40840,Medium,0
683,Jun,Sales,9,24016,93,23,2,28,6297,2425,40840,35083,Low,0
684,Aug,Finance,15,34990,86,23,4,37,4169,592,35083,48041,Medium,1
685,Mar,HR,2,29527,92,20,2,25,822,1450,48041,35852,Low,0
686,Jul,Finance,11,41100,92,25,2,9,3811,2345,35852,45138,Low,0
687,Jan,Sales,15,29615,96,25,1,25,7799,1771,45138,42362,Low,0
688,May,HR,0,49106,84,25,4,23,5552,1633,42362,58643,High,0
689,Oct,IT,7,29143,85,24,4,35,3297,2666,58643,38097,Medium,0
690,May,Sales,4,47410,80,24,5,20,6607,1964,38097,57155,High,1
691,Aug,Finance,11,35087,80,22,5,35,4357,1331,57155,47372,High,1
692,Aug,Sales,10,26341,92,24,2,38,4630,1067,47372,38638,Low,1
693,Jun,Operations,2,29890,100,24,0,0,2259,1361,38638,30577,Low,0
694,Aug,HR,12,18712,82,21,4,13,487,575,30577,21374,High,1
695,May,HR,7,19887,93,22,2,7,6008,2949,21374,24115,Low,0
696,Mar,IT,2,43326,84,23,4,12,326,2035,24115,45312,High,0
697,Jul,Operations,2,38629,85,24,4,8,2471,156,45312,42316,Medium,0
698,Jan,HR,3,19278,80,22,5,40,1380,460,42316,30346,High,1
699,Mar,Sales,5,24470,99,22,1,12,2954,495,30346,30018,Low,0
700,Jun,Operations,13,26300,94,21,2,30,7984,100,30018,42262,Low,0
701,Dec,HR,5,23894,84,26,5,22,5128,2683,42262,31159,High,0
702,Aug,IT,1,43663,94,24,2,36,113,1849,31159,51026,Low,1
703,Jan,IT,10,39633,92,24,2,9,7040,197,51026,49074,Low,0
704,Sep,HR,15,23735,92,21,2,0,4098,2874,49074,25213,Low,0
705,Jan,Finance,13,41120,86,24,4,24,5966,2714,25213,50409,Medium,0
706,Jun,Operations,5,28366,92,21,2,17,7403,864,50409,39715,Low,0
707,Oct,Sales,10,28429,100,26,0,35,2148,2502,39715,36714,Low,0
708,Mar,IT,15,49196,88,26,4,5,4030,190,36714,53791,Medium,0
